tiempo,nivel,pozo_1,pozo_2,pozo_3
131,-4.7903484589406213e-17,0.0,-1339.2243288544582,-2557.5964888665585
132,-6.508013834494547e-17,0.0,-1339.2243288544582,-2557.5964888665585
133,-8.801535606529662e-17,0.0,-1339.2243288544582,-2557.5964888665585
134,-1.1850614841101974e-16,0.0,-1339.2243288544582,-2557.5964888665585
135,-1.588686856881912e-16,0.0,-1339.2243288544582,-2557.5964888665585
136,-2.1207623222457205e-16,0.0,-1339.2243288544582,-2557.5964888665585
137,-2.8193050088575825e-16,0.0,-1339.2243288544582,-2557.5964888665585
138,-3.7327373118456307e-16,0.0,-1339.2243288544582,-2557.5964888665585
139,-4.92250212516883e-16,0.0,-1339.2243288544582,-2557.5964888665585
140,-6.466276314824284e-16,0.0,-1339.2243288544582,-2557.5964888665585
141,-8.461905529287773e-16,0.0,-1339.2243288544582,-2557.5964888665585
142,-1.1032205859808406e-15,0.0,-1339.2243288544582,-2557.5964888665585
143,-1.4330803806334336e-15,0.0,-1339.2243288544582,-2557.5964888665585
144,-1.854921593586521e-15,0.0,-1339.2243288544582,-2557.5964888665585
145,-2.3925404046189695e-15,0.0,-1339.2243288544582,-2557.5964888665585
146,-3.0754081125791263e-15,0.0,-1339.2243288544582,-2557.5964888665585
147,-3.9399088538817226e-15,0.0,-1339.2243288544582,-2557.5964888665585
148,-5.030821632598692e-15,0.0,-1339.2243288544582,-2557.5964888665585
149,-6.403089701947424e-15,0.0,-1339.2243288544582,-2557.5964888665585
150,-8.123926970388004e-15,0.0,-1339.2243288544582,-2557.5964888665585
151,-1.0275318606116081e-14,0.0,-1339.2243288544582,-2557.5964888665585
152,-1.29569814725005e-14,0.0,-1339.2243288544582,-2557.5964888665585
153,-1.6289859541758746e-14,0.0,-1339.2243288544582,-2557.5964888665585
154,-2.0420240109663515e-14,0.0,-1339.2243288544582,-2557.5964888665585
155,-2.5524588582274995e-14,0.0,-1339.2243288544582,-2557.5964888665585
156,-3.1815212945867236e-14,0.0,-1339.2243288544582,-2557.5964888665585
157,-3.954688389009982e-14,0.0,-1339.2243288544582,-2557.5964888665585
158,-4.902455306638429e-14,0.0,-1339.2243288544582,-2557.5964888665585
159,-6.061233027024406e-14,0.0,-1339.2243288544582,-2557.5964888665585
160,-7.474390058788936e-14,0.0,-1339.2243288544582,-2557.5964888665585
161,-9.193458490050641e-14,0.0,-1339.2243288544582,-2557.5964888665585
162,-1.1279527175981726e-13,0.0,-1339.2243288544582,-2557.5964888665585
163,-1.3804847570776942e-13,0.0,-1339.2243288544582,-2557.5964888665585
164,-1.68546806791652e-13,0.0,-1339.2243288544582,-2557.5964888665585
165,-2.052941685106612e-13,0.0,-1339.2243288544582,-2557.5964888665585
166,-2.494700369151281e-13,0.0,-1339.2243288544582,-2557.5964888665585
167,-3.024572122662416e-13,0.0,-1339.2243288544582,-2557.5964888665585
168,-3.658734767595695e-13,0.0,-1339.2243288544582,-2557.5964888665585
169,-4.4160763753354506e-13,0.0,-1339.2243288544582,-2557.5964888665585
170,-5.318604837435782e-13,0.0,-1339.2243288544582,-2557.5964888665585
171,-6.391912401080467e-13,0.0,-1339.2243288544582,-2557.5964888665585
172,-7.66570157253407e-13,0.0,-1339.2243288544582,-2557.5964888665585
173,-9.174379416354166e-13,0.0,-1339.2243288544582,-2557.5964888665585
174,-1.0957727950291277e-12,0.0,-1339.2243288544582,-2557.5964888665585
175,-1.3061659058018367e-12,0.0,-1339.2243288544582,-2557.5964888665585
176,-1.5539063116530065e-12,0.0,-1339.2243288544582,-2557.5964888665585
177,-1.8450761364671715e-12,0.0,-1339.2243288544582,-2557.5964888665585
178,-2.1866572926247708e-12,0.0,-1339.2243288544582,-2557.5964888665585
179,-2.5866508347966075e-12,0.0,-1339.2243288544582,-2557.5964888665585
180,-3.0542102521541212e-12,0.0,-1339.2243288544582,-2557.5964888665585
181,-3.5997900933023913e-12,0.0,-1339.2243288544582,-2557.5964888665585
182,-4.235311432325612e-12,0.0,-1339.2243288544582,-2557.5964888665585
183,-4.9743458053621916e-12,0.0,-1339.2243288544582,-2557.5964888665585
184,-5.8323193753308686e-12,0.0,-1339.2243288544582,-2557.5964888665585
185,-6.826739218037083e-12,0.0,-1339.2243288544582,-2557.5964888665585
186,-7.97744376612117e-12,0.0,-1339.2243288544582,-2557.5964888665585
187,-9.306879598380278e-12,0.0,-1339.2243288544582,-2557.5964888665585
188,-1.0840406921109604e-11,0.0,-1339.2243288544582,-2557.5964888665585
189,-1.2606636255462167e-11,0.0,-1339.2243288544582,-2557.5964888665585
190,-1.463779902060614e-11,0.0,-1339.2243288544582,-2557.5964888665585
191,-1.6970154886840186e-11,0.0,-1339.2243288544582,-2557.5964888665585
192,-1.9644438965974174e-11,0.0,-1339.2243288544582,-2557.5964888665585
193,-2.270635210834482e-11,0.0,-1339.2243288544582,-2557.5964888665585
194,-2.6207097786952122e-11,0.0,-1339.2243288544582,-2557.5964888665585
195,-3.020396926949332e-11,0.0,-1339.2243288544582,-2557.5964888665585
196,-3.47609910086451e-11,0.0,-1339.2243288544582,-2557.5964888665585
197,-3.994961841989302e-11,0.0,-1339.2243288544582,-2557.5964888665585
198,-4.5849500464601653e-11,0.0,-1339.2243288544582,-2557.5964888665585
199,-5.2549309713919525e-11,0.0,-1339.2243288544582,-2557.5964888665585
200,-6.014764483655343e-11,0.0,-1339.2243288544582,-2557.5964888665585
201,-6.875401073044964e-11,0.0,-1339.2243288544582,-2557.5964888665585
202,-7.848988180498296e-11,0.0,-1339.2243288544582,-2557.5964888665585
203,-8.948985421635578e-11,0.0,-1339.2243288544582,-2557.5964888665585
204,-1.0190289316451176e-10,0.0,-1339.2243288544582,-2557.5964888665585
205,-1.1589368167490395e-10,0.0,-1339.2243288544582,-2557.5964888665585
206,-1.3164407761284748e-10,0.0,-1339.2243288544582,-2557.5964888665585
207,-1.4935468601182086e-10,0.0,-1339.2243288544582,-2557.5964888665585
208,-1.6924655413983504e-10,0.0,-1339.2243288544582,-2557.5964888665585
209,-1.9156299707971322e-10,0.0,-1339.2243288544582,-2557.5964888665585
210,-2.1657156195964477e-10,0.0,-1339.2243288544582,-2557.5964888665585
211,-2.445661393395005e-10,0.0,-1339.2243288544582,-2557.5964888665585
212,-2.7586923063590754e-10,0.0,-1339.2243288544582,-2557.5964888665585
213,-3.1083438085473785e-10,0.0,-1339.2243288544582,-2557.5964888665585
214,-3.498487862932084e-10,0.0,-1339.2243288544582,-2557.5964888665585
215,-3.9333608727493724e-10,0.0,-1339.2243288544582,-2557.5964888665585
216,-4.417593563897434e-10,0.0,-1339.2243288544582,-2557.5964888665585
217,-4.956242931253914e-10,0.0,-1339.2243288544582,-2557.5964888665585
218,-5.554826362005227e-10,0.0,-1339.2243288544582,-2557.5964888665585
219,-6.219358053363103e-10,0.0,-1339.2243288544582,-2557.5964888665585
220,-6.956387846385335e-10,0.0,-1339.2243288544582,-2557.5964888665585
221,-7.773042602013941e-10,0.0,-1339.2243288544582,-2557.5964888665585
222,-8.677070249890463e-10,0.0,-1339.2243288544582,-2557.5964888665585
223,-9.67688664500058e-10,0.0,-1339.2243288544582,-2557.5964888665585
224,-1.0781625371733895e-09,0.0,-1339.2243288544582,-2557.5964888665585
225,-1.2001190639514808e-09,0.0,-1339.2243288544582,-2557.5964888665585
226,-1.334631341876207e-09,0.0,-1339.2243288544582,-2557.5964888665585
227,-1.4828610970562554e-09,0.0,-1339.2243288544582,-2557.5964888665585
228,-1.646064992809391e-09,0.0,-1339.2243288544582,-2557.5964888665585
229,-1.8256013092495607e-09,0.0,-1339.2243288544582,-2557.5964888665585
230,-2.0229370110562867e-09,0.0,-1339.2243288544582,-2557.5964888665585
231,-2.2396552206317744e-09,0.0,-1339.2243288544582,-2557.5964888665585
232,-2.4774631143189915e-09,0.0,-1339.2243288544582,-2557.5964888665585
233,-2.738200259821134e-09,0.0,-1339.2243288544582,-2557.5964888665585
234,-3.0238474134287483e-09,0.0,-1339.2243288544582,-2557.5964888665585
235,-3.3365357961247395e-09,0.0,-1339.2243288544582,-2557.5964888665585
236,-3.6785568680989653e-09,0.0,-1339.2243288544582,-2557.5964888665585
237,-4.052372621662474e-09,0.0,-1339.2243288544582,-2557.5964888665585
238,-4.460626413006089e-09,0.0,-1339.2243288544582,-2557.5964888665585
239,-4.906154353698324e-09,0.0,-1339.2243288544582,-2557.5964888665585
240,-5.391997283262937e-09,0.0,-1339.2243288544582,-2557.5964888665585
241,-5.92141334461621e-09,0.0,-1339.2243288544582,-2557.5964888665585
242,-6.497891184577549e-09,0.0,-1339.2243288544582,-2557.5964888665585
243,-7.125163802093735e-09,0.0,-1339.2243288544582,-2557.5964888665585
244,-7.807223067236413e-09,0.0,-1339.2243288544582,-2557.5964888665585
245,-8.548334934443677e-09,0.0,-1339.2243288544582,-2557.5964888665585
246,-9.353055373879051e-09,0.0,-1339.2243288544582,-2557.5964888665585
247,-1.022624704517461e-08,0.0,-1339.2243288544582,-2557.5964888665585
248,-1.1173096738208253e-08,0.0,-1339.2243288544582,-2557.5964888665585
249,-1.2199133605938192e-08,0.0,-1339.2243288544582,-2557.5964888665585
250,-1.3310248214679648e-08,0.0,-1339.2243288544582,-2557.5964888665585
251,-1.4512712437559003e-08,0.0,-1339.2243288544582,-2557.5964888665585
252,-1.5813200217218927e-08,0.0,-1339.2243288544582,-2557.5964888665585
253,-1.721880922417331e-08,0.0,-1339.2243288544582,-2557.5964888665585
254,-1.8737083437523144e-08,0.0,-1339.2243288544582,-2557.5964888665585
255,-2.0376036675042823e-08,0.0,-1339.2243288544582,-2557.5964888665585
256,-2.2144177099930555e-08,0.0,-1339.2243288544582,-2557.5964888665585
257,-2.405053273178586e-08,0.0,-1339.2243288544582,-2557.5964888665585
258,-2.6104677989631242e-08,0.0,-1339.2243288544582,-2557.5964888665585
259,-2.8316761295033657e-08,0.0,-1339.2243288544582,-2557.5964888665585
260,-3.0697533763603347e-08,0.0,-1339.2243288544582,-2557.5964888665585
261,-3.3258379013353545e-08,0.0,-1339.2243288544582,-2557.5964888665585
262,-3.6011344118593e-08,0.0,-1339.2243288544582,-2557.5964888665585
263,-3.896917173819466e-08,0.0,-1339.2243288544582,-2557.5964888665585
264,-4.2145333447237176e-08,0.0,-1339.2243288544582,-2557.5964888665585
265,-4.555406430115146e-08,0.0,-1339.2243288544582,-2557.5964888665585
266,-4.92103986616215e-08,0.0,-1339.2243288544582,-2557.5964888665585
267,-5.313020731358652e-08,0.0,-1339.2243288544582,-2557.5964888665585
268,-5.7330235902771034e-08,0.0,-1339.2243288544582,-2557.5964888665585
269,-6.182814472322938e-08,0.0,-1339.2243288544582,-2557.5964888665585
270,-6.66425498844308e-08,0.0,-1339.2243288544582,-2557.5964888665585
271,-7.179306588743284e-08,0.0,-1339.2243288544582,-2557.5964888665585
272,-7.730034963969037e-08,0.0,-1339.2243288544582,-2557.5964888665585
273,-8.318614593802834e-08,0.0,-1339.2243288544582,-2557.5964888665585
274,-8.947333444926668e-08,0.0,-1339.2243288544582,-2557.5964888665585
275,-9.618597821792486e-08,0.0,-1339.2243288544582,-2557.5964888665585
276,-1.0334937373035304e-07,0.0,-1339.2243288544582,-2557.5964888665585
277,-1.1099010256453548e-07,0.0,-1339.2243288544582,-2557.5964888665585
278,-1.1913608465468811e-07,0.0,-1339.2243288544582,-2557.5964888665585
279,-1.278166331996315e-07,0.0,-1339.2243288544582,-2557.5964888665585
280,-1.3706251124375418e-07,0.0,-1339.2243288544582,-2557.5964888665585
281,-1.469059899591979e-07,0.0,-1339.2243288544582,-2557.5964888665585
282,-1.5738090865769134e-07,0.0,-1339.2243288544582,-2557.5964888665585
283,-1.68522736560231e-07,0.0,-1339.2243288544582,-2557.5964888665585
284,-1.80368636352563e-07,0.0,-1339.2243288544582,-2557.5964888665585
285,-1.929575295541514e-07,0.0,-1339.2243288544582,-2557.5964888665585
286,-2.0633016372802967e-07,0.0,-1339.2243288544582,-2557.5964888665585
287,-2.2052918155862611e-07,0.0,-1339.2243288544582,-2557.5964888665585
288,-2.3559919182432372e-07,0.0,-1339.2243288544582,-2557.5964888665585
289,-2.515868422911665e-07,0.0,-1339.2243288544582,-2557.5964888665585
290,-2.685408945537576e-07,0.0,-1339.2243288544582,-2557.5964888665585
291,-2.865123008490053e-07,0.0,-1339.2243288544582,-2557.5964888665585
292,-3.0555428286796546e-07,0.0,-1339.2243288544582,-2557.5964888665585
293,-3.2572241259060356e-07,0.0,-1339.2243288544582,-2557.5964888665585
294,-3.4707469516785343e-07,0.0,-1339.2243288544582,-2557.5964888665585
295,-3.6967165387488563e-07,0.0,-1339.2243288544582,-2557.5964888665585
296,-3.935764171590162e-07,0.0,-1339.2243288544582,-2557.5964888665585
297,-4.1885480780518617e-07,0.0,-1339.2243288544582,-2557.5964888665585
298,-4.455754342414237e-07,0.0,-1339.2243288544582,-2557.5964888665585
299,-4.738097840061672e-07,0.0,-1339.2243288544582,-2557.5964888665585
300,-5.036323193987703e-07,0.0,-1339.2243288544582,-2557.5964888665585
301,-5.351205753339476e-07,0.0,-1339.2243288544582,-2557.5964888665585
302,-5.683552594203288e-07,0.0,-1339.2243288544582,-2557.5964888665585
303,-6.034203542826898e-07,0.0,-1339.2243288544582,-2557.5964888665585
304,-6.404032221468133e-07,0.0,-1339.2243288544582,-2557.5964888665585
305,-6.793947117053e-07,0.0,-1339.2243288544582,-2557.5964888665585
306,-7.204892672820007e-07,0.0,-1339.2243288544582,-2557.5964888665585
307,-7.63785040312088e-07,0.0,-1339.2243288544582,-2557.5964888665585
308,-8.093840031541032e-07,0.0,-1339.2243288544582,-2557.5964888665585
309,-8.573920652496303e-07,0.0,-1339.2243288544582,-2557.5964888665585
310,-9.079191916455518e-07,0.0,-1339.2243288544582,-2557.5964888665585
311,-9.610795238931231e-07,0.0,-1339.2243288544582,-2557.5964888665585
312,-1.016991503337381e-06,0.0,-1339.2243288544582,-2557.5964888665585
313,-1.0757779968096667e-06,0.0,-1339.2243288544582,-2557.5964888665585
314,-1.1375664247352954e-06,0.0,-1339.2243288544582,-2557.5964888665585
315,-1.2024888916676502e-06,0.0,-1339.2243288544582,-2557.5964888665585
316,-1.270682319259209e-06,0.0,-1339.2243288544582,-2557.5964888665585
317,-1.3422885816792368e-06,0.0,-1339.2243288544582,-2557.5964888665585
318,-1.4174546434870989e-06,0.0,-1339.2243288544582,-2557.5964888665585
319,-1.4963326999693446e-06,0.0,-1339.2243288544582,-2557.5964888665585
320,-1.5790803199479187e-06,0.0,-1339.2243288544582,-2557.5964888665585
321,-1.6658605910660538e-06,0.0,-1339.2243288544582,-2557.5964888665585
322,-1.7568422675575744e-06,0.0,-1339.2243288544582,-2557.5964888665585
323,-1.8521999205045175e-06,0.0,-1339.2243288544582,-2557.5964888665585
324,-1.9521140905871713e-06,0.0,-1339.2243288544582,-2557.5964888665585
325,-2.0567714433297773e-06,0.0,-1339.2243288544582,-2557.5964888665585
326,-2.166364926844316e-06,0.0,-1339.2243288544582,-2557.5964888665585
327,-2.281093932073955e-06,0.0,-1339.2243288544582,-2557.5964888665585
328,-2.4011644555369006e-06,0.0,-1339.2243288544582,-2557.5964888665585
329,-2.5267892645705336e-06,0.0,-1339.2243288544582,-2557.5964888665585
330,-2.658188065074873e-06,0.0,-1339.2243288544582,-2557.5964888665585
331,-2.795587671753559e-06,0.0,-1339.2243288544582,-2557.5964888665585
332,-2.9392221808496856e-06,0.0,-1339.2243288544582,-2557.5964888665585
333,-3.0893331453729686e-06,0.0,-1339.2243288544582,-2557.5964888665585
334,-3.246169752813883e-06,0.0,-1339.2243288544582,-2557.5964888665585
335,-3.4099890053395266e-06,0.0,-1339.2243288544582,-2557.5964888665585
336,-3.5810559024651585e-06,0.0,-1339.2243288544582,-2557.5964888665585
337,-3.7596436261944568e-06,0.0,-1339.2243288544582,-2557.5964888665585
338,-3.94603372862073e-06,0.0,-1339.2243288544582,-2557.5964888665585
339,-4.140516321980441e-06,0.0,-1339.2243288544582,-2557.5964888665585
340,-4.343390271149579e-06,0.0,-1339.2243288544582,-2557.5964888665585
341,-4.5549633885725445e-06,0.0,-1339.2243288544582,-2557.5964888665585
342,-4.7755526316124026e-06,0.0,-1339.2243288544582,-2557.5964888665585
343,-5.005484302310502e-06,0.0,-1339.2243288544582,-2557.5964888665585
344,-5.245094249542625e-06,0.0,-1339.2243288544582,-2557.5964888665585
345,-5.4947280735580335e-06,0.0,-1339.2243288544582,-2557.5964888665585
346,-5.754741332886908e-06,0.0,-1339.2243288544582,-2557.5964888665585
347,-6.025499753600913e-06,0.0,-1339.2243288544582,-2557.5964888665585
348,-6.307379440910764e-06,0.0,-1339.2243288544582,-2557.5964888665585
349,-6.600767093083909e-06,0.0,-1339.2243288544582,-2557.5964888665585
350,-6.9060602176646115e-06,0.0,-1339.2243288544582,-2557.5964888665585
351,-7.223667349977924e-06,0.0,-1339.2243288544582,-2557.5964888665585
352,-7.55400827389831e-06,0.0,-1339.2243288544582,-2557.5964888665585
353,-7.897514244862841e-06,0.0,-1339.2243288544582,-2557.5964888665585
354,-8.254628215108158e-06,0.0,-1339.2243288544582,-2557.5964888665585
355,-8.625805061109619e-06,0.0,-1339.2243288544582,-2557.5964888665585
356,-9.011511813200317e-06,0.0,-1339.2243288544582,-2557.5964888665585
357,-9.412227887346894e-06,0.0,-1339.2243288544582,-2557.5964888665585
358,-9.828445319058394e-06,0.0,-1339.2243288544582,-2557.5964888665585
359,-1.0260668999403586e-05,0.0,-1339.2243288544582,-2557.5964888665585
360,-1.0709416913111582e-05,0.0,-1339.2243288544582,-2557.5964888665585
361,-1.1175220378729827e-05,0.0,-1339.2243288544582,-2557.5964888665585
362,-1.165862429081282e-05,0.0,-1339.2243288544582,-2557.5964888665585
363,-1.2160187364114335e-05,0.0,-1339.2243288544582,-2557.5964888665585
